mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,runs_last_5,wickets_last_5,striker,non-striker,total
4,20-04-2008,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,SM Pollock,Z Khan,165,7,20,59,3,28,2,165
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,Y Venugopal Rao,AB Dinda,9,0,1,9,0,7,1,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,AC Gilchrist,I Sharma,14,0,2,14,0,8,2,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,Y Venugopal Rao,AB Dinda,21,0,3,21,0,14,3,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,VVS Laxman,I Sharma,21,1,4,21,1,3,0,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,A Symonds,AB Dinda,23,2,5,19,2,5,0,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,AC Gilchrist,AB Agarkar,39,2,6,28,2,21,0,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,A Symonds,M Kartik,45,2,7,31,2,22,5,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,A Symonds,Mohammad Hafeez,47,2,8,26,2,23,5,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,SB Styris,M Kartik,48,4,9,26,3,5,1,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,SB Styris,Mohammad Hafeez,52,4,10,23,2,6,2,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,SB Styris,M Kartik,57,4,11,17,2,7,6,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,A Symonds,Mohammad Hafeez,59,5,12,14,3,8,1,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,A Symonds,DJ Hussey,62,5,13,15,3,9,3,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,AS Yadav,Mohammad Hafeez,65,5,14,17,1,10,4,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,A Symonds,DJ Hussey,77,6,15,25,2,15,1,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,A Symonds,I Sharma,82,6,16,25,2,18,2,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,SB Bangar,DJ Hussey,102,6,17,41,1,31,8,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,WPUJC Vaas,AB Agarkar,105,8,18,42,3,10,0,110
5,20-04-2008,Eden Gardens,Deccan Chargers,Kolkata Knight Riders,RP Singh,M Kartik,110,10,18.4,45,5,1,0,110
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,JR Hopes,MM Patel,1,0,1,1,0,1,0,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,JR Hopes,SR Watson,6,0,2,6,0,6,0,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,K Goel,MM Patel,16,0,3,16,0,16,0,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,JR Hopes,SR Watson,24,0,4,24,0,16,8,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,KC Sangakkara,MM Patel,38,1,5,38,1,8,4,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,KC Sangakkara,SK Trivedi,54,1,6,53,1,19,9,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,DPMD Jayawardene,D Salunkhe,60,2,7,50,2,12,1,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,SK Warne,71,3,8,51,3,15,5,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,SR Watson,73,4,9,49,4,6,0,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,SK Warne,83,4,10,38,3,16,0,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,Pankaj Singh,86,4,11,30,3,18,1,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,IK Pathan,SK Trivedi,98,4,12,37,2,27,4,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,D Salunkhe,107,4,13,36,1,36,4,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,SK Trivedi,113,4,14,40,0,42,4,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,YK Pathan,121,4,15,38,0,49,5,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,SK Warne,128,4,16,42,0,56,5,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,IK Pathan,SK Trivedi,136,5,17,38,1,12,0,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,S Sohal,MM Patel,140,7,18,33,3,2,2,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,PP Chawla,SR Watson,153,8,19,40,4,13,0,166
6,21-04-2008,Sawai Mansingh Stadium,Kings XI Punjab,Rajasthan Royals,PP Chawla,SR Watson,166,8,20,45,4,24,1,166
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,Y Venugopal Rao,GD McGrath,1,0,1,1,0,0,0,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,AC Gilchrist,Mohammad Asif,9,1,2,9,1,8,0,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,Y Venugopal Rao,GD McGrath,15,1,3,15,1,6,0,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,Y Venugopal Rao,Mohammad Asif,16,1,4,16,1,6,1,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,Y Venugopal Rao,GD McGrath,23,1,5,23,1,12,2,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,A Symonds,Mohammad Asif,25,2,6,24,2,12,2,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,A Symonds,GD McGrath,34,2,7,25,1,13,10,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,Y Venugopal Rao,MF Maharoof,36,3,8,21,2,14,11,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,RG Sharma,MF Maharoof,44,3,9,27,2,12,6,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,Shahid Afridi,MF Maharoof,45,4,10,22,2,7,0,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,RG Sharma,VY Mahesh,54,4,11,28,2,16,0,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,Shahid Afridi,MF Maharoof,60,4,12,25,2,20,2,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,SB Bangar,R Bhatia,62,5,13,22,2,21,1,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,SB Bangar,VY Mahesh,68,5,14,24,2,24,4,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,SB Bangar,R Bhatia,73,5,15,28,1,26,7,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,RG Sharma,Mohammad Asif,82,5,16,28,1,33,8,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,AS Yadav,R Bhatia,90,6,17,30,2,40,1,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,RG Sharma,MF Maharoof,116,6,18,54,1,66,1,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,AS Yadav,R Bhatia,128,7,19,60,2,12,1,142
7,22-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,WPUJC Vaas,VY Mahesh,142,8,20,69,3,12,1,142
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,PA Patel,SM Pollock,7,0,1,7,0,6,0,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,PA Patel,A Nehra,16,0,2,16,0,14,1,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,ML Hayden,SM Pollock,34,0,3,34,0,15,14,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,MEK Hussey,A Nehra,35,1,4,35,1,15,1,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,SK Raina,DS Kulkarni,40,2,5,39,2,15,1,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,ML Hayden,A Nehra,53,2,6,45,2,24,3,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,SK Raina,DS Kulkarni,59,2,7,33,2,26,6,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,SK Raina,Harbhajan Singh,64,2,8,30,1,28,9,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,SK Raina,DJ Bravo,72,2,9,33,1,33,11,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,SK Raina,Harbhajan Singh,82,2,10,36,0,34,19,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,ML Hayden,DJ Bravo,96,2,11,43,0,40,27,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,ML Hayden,VS Yeligati,112,2,12,53,0,42,36,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,SK Raina,SM Pollock,123,2,13,59,0,48,41,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,ML Hayden,AM Nayar,137,2,14,65,0,55,48,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,SK Raina,MA Khote,143,3,15,55,1,56,53,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,MS Dhoni,DJ Bravo,144,3,15,55,1,56,0,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,ML Hayden,DJ Bravo,158,3,16,61,1,61,9,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,MS Dhoni,MA Khote,168,3,17,55,1,67,13,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,MS Dhoni,DS Kulkarni,182,3,18,59,1,76,18,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,MS Dhoni,A Nehra,194,4,19,54,2,81,24,208
8,23-04-2008,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,S Badrinath,MA Khote,208,5,20,60,2,5,2,208
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,AC Gilchrist,MM Patel,12,0,1,12,0,12,0,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,VVS Laxman,SR Watson,22,0,2,22,0,13,9,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,Shahid Afridi,YK Pathan,32,2,3,32,2,10,9,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,VVS Laxman,SR Watson,33,2,4,33,2,9,1,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,VVS Laxman,MM Patel,48,2,5,48,2,13,12,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,A Symonds,SR Watson,58,2,6,45,2,21,13,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,A Symonds,Pankaj Singh,61,2,7,39,2,23,14,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,A Symonds,SK Trivedi,72,2,8,39,0,32,16,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,RG Sharma,SK Warne,78,3,9,45,1,36,2,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,RG Sharma,SK Trivedi,85,3,10,37,1,41,4,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,A Symonds,SK Warne,99,3,11,41,1,52,6,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,A Symonds,D Salunkhe,108,3,12,41,1,59,8,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,RG Sharma,YK Pathan,118,3,13,44,1,68,9,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,RG Sharma,Pankaj Singh,129,3,14,50,0,70,18,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,A Symonds,SK Trivedi,148,3,15,61,0,87,19,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,A Symonds,SK Warne,160,3,16,61,0,93,25,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,RG Sharma,MM Patel,171,3,17,62,0,94,35,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,RG Sharma,SK Warne,186,4,18,67,1,108,36,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,A Symonds,MM Patel,203,4,19,68,1,117,6,214
9,24-04-2008,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,AS Yadav,SR Watson,214,5,20,60,2,117,16,214
10,25-04-2008,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,K Goel,SM Pollock,2,0,1,2,0,1,1,182
10,25-04-2008,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,KC Sangakkara,A Nehra,8,1,2,8,1,2,0,182
